1.808392s 8.39ms | mys [00 25]ms | c 3 | 000.000ms | 01pkts | hdr [25 25.00 50]ms 2/4 | Rq 00ms | s# 0201000001 | [#02]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
5.845851s 45.85ms | mys [26 51]ms | c 43 | 000.000ms | 01pkts | hdr [62 62.00 87]ms 2/4 | Rq 00ms | s# 0201000040 | [#02]->[#01] | T 4 | 0054B | D -5ms | Bw 0.0Bps | pms# 0
5.876650s 76.65ms | mys [26 51]ms | c 44 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000040 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
5.877428s 77.43ms | mys [26 51]ms | c 44 | 000.000ms | 01pkts | hdr [10 10.00 35]ms 4/4 | Rq 00ms | s# 0401000039 | [#04]->[#01] | T 4 | 0054B | D -23ms | Bw 0.0Bps | pms# 0
5.946390s 46.39ms | mys [26 51]ms | c 44 | 000.000ms | 01pkts | hdr [63 63.00 88]ms 2/4 | Rq 00ms | s# 0201000041 | [#02]->[#01] | T 4 | 0054B | D -4ms | Bw 0.0Bps | pms# 0
5.976643s 76.64ms | mys [26 51]ms | c 45 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000041 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
5.978434s 78.43ms | mys [26 51]ms | c 45 | 000.000ms | 01pkts | hdr [11 11.00 36]ms 4/4 | Rq 00ms | s# 0401000040 | [#04]->[#01] | T 4 | 0054B | D -22ms | Bw 0.0Bps | pms# 0
6.047534s 47.53ms | mys [26 51]ms | c 45 | 000.000ms | 01pkts | hdr [64 64.00 89]ms 2/4 | Rq 00ms | s# 0201000042 | [#02]->[#01] | T 4 | 0054B | D -3ms | Bw 0.0Bps | pms# 0
6.076650s 76.65ms | mys [26 51]ms | c 46 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000042 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
6.079424s 79.42ms | mys [26 51]ms | c 46 | 000.000ms | 01pkts | hdr [12 12.00 37]ms 4/4 | Rq 00ms | s# 0401000041 | [#04]->[#01] | T 4 | 0054B | D -21ms | Bw 0.0Bps | pms# 0
6.148399s 48.40ms | mys [26 51]ms | c 46 | 000.000ms | 01pkts | hdr [65 65.00 90]ms 2/4 | Rq 00ms | s# 0201000043 | [#02]->[#01] | T 4 | 0054B | D -2ms | Bw 0.0Bps | pms# 0
6.176647s 76.65ms | mys [26 51]ms | c 47 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000043 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
6.180427s 80.43ms | mys [26 51]ms | c 47 | 000.000ms | 01pkts | hdr [13 13.00 38]ms 4/4 | Rq 00ms | s# 0401000042 | [#04]->[#01] | T 4 | 0054B | D -20ms | Bw 0.0Bps | pms# 0
6.249384s 49.38ms | mys [26 51]ms | c 48 | 000.000ms | 01pkts | hdr [66 66.00 91]ms 2/4 | Rq 00ms | s# 0201000044 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
6.276647s 76.65ms | mys [26 51]ms | c 48 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000044 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
6.281428s 81.43ms | mys [26 51]ms | c 48 | 000.000ms | 01pkts | hdr [14 14.00 39]ms 4/4 | Rq 00ms | s# 0401000043 | [#04]->[#01] | T 4 | 0054B | D -19ms | Bw 0.0Bps | pms# 0
6.349394s 49.39ms | mys [26 51]ms | c 49 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000045 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
6.378068s 78.07ms | mys [26 51]ms | c 49 | 000.000ms | 01pkts | hdr [50 51.43 75]ms 3/4 | Rq 00ms | s# 0301000045 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
6.382428s 82.43ms | mys [26 51]ms | c 49 | 000.000ms | 01pkts | hdr [15 15.00 40]ms 4/4 | Rq 00ms | s# 0401000044 | [#04]->[#01] | T 4 | 0054B | D -18ms | Bw 0.0Bps | pms# 0
6.449398s 49.40ms | mys [26 51]ms | c 50 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000046 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
6.481074s 81.07ms | mys [26 51]ms | c 50 | 000.000ms | 01pkts | hdr [50 54.43 75]ms 3/4 | Rq 00ms | s# 0301000046 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
6.483426s 83.43ms | mys [26 51]ms | c 50 | 000.000ms | 01pkts | hdr [16 16.00 41]ms 4/4 | Rq 00ms | s# 0401000045 | [#04]->[#01] | T 4 | 0054B | D -17ms | Bw 0.0Bps | pms# 0
6.549394s 49.39ms | mys [26 51]ms | c 51 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000047 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
6.584086s 84.09ms | mys [26 51]ms | c 51 | 000.000ms | 01pkts | hdr [50 57.45 75]ms 3/4 | Rq 00ms | s# 0301000047 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
6.584428s 84.43ms | mys [26 51]ms | c 51 | 000.000ms | 01pkts | hdr [17 17.00 42]ms 4/4 | Rq 00ms | s# 0401000046 | [#04]->[#01] | T 4 | 0054B | D -16ms | Bw 0.0Bps | pms# 0
6.649398s 49.40ms | mys [26 51]ms | c 52 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000048 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
6.685642s 85.64ms | mys [26 51]ms | c 52 | 000.000ms | 01pkts | hdr [18 18.00 43]ms 4/4 | Rq 00ms | s# 0401000047 | [#04]->[#01] | T 4 | 0054B | D -15ms | Bw 0.0Bps | pms# 0
6.687094s 87.09ms | mys [26 51]ms | c 52 | 000.000ms | 01pkts | hdr [50 60.46 75]ms 3/4 | Rq 00ms | s# 0301000048 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
6.749396s 49.40ms | mys [26 51]ms | c 53 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000049 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
6.786429s 86.43ms | mys [26 51]ms | c 53 | 000.000ms | 01pkts | hdr [19 19.00 44]ms 4/4 | Rq 00ms | s# 0401000048 | [#04]->[#01] | T 4 | 0054B | D -14ms | Bw 0.0Bps | pms# 0
6.790106s 90.11ms | mys [26 51]ms | c 53 | 000.000ms | 01pkts | hdr [50 63.46 75]ms 3/4 | Rq 00ms | s# 0301000049 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
6.849398s 49.40ms | mys [26 51]ms | c 54 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000050 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
6.887429s 87.43ms | mys [26 51]ms | c 54 | 000.000ms | 01pkts | hdr [20 20.00 45]ms 4/4 | Rq 00ms | s# 0401000049 | [#04]->[#01] | T 4 | 0054B | D -13ms | Bw 0.0Bps | pms# 0
6.893115s 93.12ms | mys [26 51]ms | c 54 | 000.000ms | 01pkts | hdr [50 66.47 75]ms 3/4 | Rq 00ms | s# 0301000050 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
6.949399s 49.40ms | mys [26 51]ms | c 55 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000051 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
6.990404s 90.40ms | mys [26 51]ms | c 55 | 000.000ms | 01pkts | hdr [21 22.97 46]ms 4/4 | Rq 00ms | s# 0401000050 | [#04]->[#01] | T 4 | 0054B | D -12ms | Bw 0.0Bps | pms# 0
6.996117s 96.12ms | mys [26 51]ms | c 55 | 000.000ms | 01pkts | hdr [50 69.48 75]ms 3/4 | Rq 00ms | s# 0301000051 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
7.049388s 49.39ms | mys [26 51]ms | c 56 | 000.000ms | 01pkts | hdr [66 66.00 91]ms 2/4 | Rq 00ms | s# 0201000052 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
7.093412s 93.41ms | mys [26 51]ms | c 56 | 000.000ms | 01pkts | hdr [22 25.98 47]ms 4/4 | Rq 00ms | s# 0401000051 | [#04]->[#01] | T 4 | 0054B | D -11ms | Bw 0.0Bps | pms# 0
7.099128s 99.13ms | mys [26 51]ms | c 56 | 000.000ms | 01pkts | hdr [50 72.48 75]ms 3/4 | Rq 00ms | s# 0301000052 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
7.149398s 49.40ms | mys [26 51]ms | c 57 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000053 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
7.196431s 96.43ms | mys [26 51]ms | c 57 | 000.000ms | 01pkts | hdr [23 28.98 48]ms 4/4 | Rq 00ms | s# 0401000052 | [#04]->[#01] | T 4 | 0054B | D -10ms | Bw 0.0Bps | pms# 0
7.249395s 49.40ms | mys [26 51]ms | c 58 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000054 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
7.276648s 76.65ms | mys [26 51]ms | c 58 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000053 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
7.299899s 99.90ms | mys [26 51]ms | c 58 | 000.000ms | 01pkts | hdr [24 32.02 49]ms 4/4 | Rq 00ms | s# 0401000053 | [#04]->[#01] | T 4 | 0054B | D -9ms | Bw 0.0Bps | pms# 0
7.349394s 49.39ms | mys [26 51]ms | c 59 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000055 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
7.376645s 76.64ms | mys [26 51]ms | c 59 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000054 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
7.402453s 2.45ms | mys [26 51]ms | c 59 | 000.000ms | 01pkts | hdr [25 35.02 50]ms 4/4 | Rq 00ms | s# 0401000054 | [#04]->[#01] | T 4 | 0054B | D -8ms | Bw 0.0Bps | pms# 0
7.449398s 49.40ms | mys [26 51]ms | c 60 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000056 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
7.476651s 76.65ms | mys [26 51]ms | c 60 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000055 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
7.505462s 5.46ms | mys [26 51]ms | c 60 | 000.000ms | 01pkts | hdr [26 38.03 51]ms 4/4 | Rq 00ms | s# 0401000055 | [#04]->[#01] | T 4 | 0054B | D -7ms | Bw 0.0Bps | pms# 0
7.549398s 49.40ms | mys [26 51]ms | c 61 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000057 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
7.576646s 76.65ms | mys [26 51]ms | c 61 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000056 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
7.608471s 8.47ms | mys [26 51]ms | c 61 | 000.000ms | 01pkts | hdr [27 41.04 52]ms 4/4 | Rq 00ms | s# 0401000056 | [#04]->[#01] | T 4 | 0054B | D -6ms | Bw 0.0Bps | pms# 0
7.649393s 49.39ms | mys [26 51]ms | c 62 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000058 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
7.676647s 76.65ms | mys [26 51]ms | c 62 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000057 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
7.711479s 11.48ms | mys [26 51]ms | c 62 | 000.000ms | 01pkts | hdr [28 44.05 53]ms 4/4 | Rq 00ms | s# 0401000057 | [#04]->[#01] | T 4 | 0054B | D -5ms | Bw 0.0Bps | pms# 0
7.749394s 49.39ms | mys [26 51]ms | c 63 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000059 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
7.776649s 76.65ms | mys [26 51]ms | c 63 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000058 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
7.814489s 14.49ms | mys [26 51]ms | c 63 | 000.000ms | 01pkts | hdr [29 47.06 54]ms 4/4 | Rq 00ms | s# 0401000058 | [#04]->[#01] | T 4 | 0054B | D -4ms | Bw 0.0Bps | pms# 0
7.849401s 49.40ms | mys [26 51]ms | c 64 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000060 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
7.876648s 76.65ms | mys [26 51]ms | c 64 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000059 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
7.917496s 17.50ms | mys [26 51]ms | c 64 | 000.000ms | 01pkts | hdr [30 50.07 55]ms 4/4 | Rq 00ms | s# 0401000059 | [#04]->[#01] | T 4 | 0054B | D -3ms | Bw 0.0Bps | pms# 0
7.949397s 49.40ms | mys [26 51]ms | c 65 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000061 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
7.976643s 76.64ms | mys [26 51]ms | c 65 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000060 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.020539s 20.54ms | mys [26 51]ms | c 65 | 000.000ms | 01pkts | hdr [31 53.11 56]ms 4/4 | Rq 00ms | s# 0401000060 | [#04]->[#01] | T 4 | 0054B | D -2ms | Bw 0.0Bps | pms# 0
8.049394s 49.39ms | mys [26 51]ms | c 66 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000062 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.076643s 76.64ms | mys [26 51]ms | c 66 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000061 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.149394s 49.39ms | mys [26 51]ms | c 67 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000063 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.176649s 76.65ms | mys [26 51]ms | c 67 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000062 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.199438s 99.44ms | mys [26 51]ms | c 67 | 000.000ms | 01pkts | hdr [32 32.00 57]ms 4/4 | Rq 00ms | s# 0401000061 | [#04]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.249492s 49.49ms | mys [26 51]ms | c 68 | 000.000ms | 01pkts | hdr [66 66.09 91]ms 2/4 | Rq 00ms | s# 0201000064 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.276643s 76.64ms | mys [26 51]ms | c 68 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000063 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.300427s 0.43ms | mys [26 51]ms | c 68 | 000.000ms | 01pkts | hdr [33 33.00 58]ms 4/4 | Rq 00ms | s# 0401000062 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.352522s 52.52ms | mys [26 51]ms | c 69 | 000.000ms | 01pkts | hdr [66 69.11 91]ms 2/4 | Rq 00ms | s# 0201000065 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.376644s 76.64ms | mys [26 51]ms | c 69 | 000.000ms | 01pkts | hdr [50 50.00 75]ms 3/4 | Rq 00ms | s# 0301000064 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.455510s 55.51ms | mys [26 51]ms | c 70 | 000.000ms | 01pkts | hdr [66 72.12 91]ms 2/4 | Rq 00ms | s# 0201000066 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.476643s 76.64ms | mys [26 51]ms | c 70 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000065 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.500435s 0.44ms | mys [26 51]ms | c 70 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000064 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.558520s 58.52ms | mys [26 51]ms | c 71 | 000.000ms | 01pkts | hdr [66 75.13 91]ms 2/4 | Rq 00ms | s# 0201000067 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.576639s 76.64ms | mys [26 51]ms | c 71 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000066 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.600437s 0.44ms | mys [26 51]ms | c 71 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000065 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.661526s 61.53ms | mys [26 51]ms | c 72 | 000.000ms | 01pkts | hdr [66 78.14 91]ms 2/4 | Rq 00ms | s# 0201000068 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.676638s 76.64ms | mys [26 51]ms | c 72 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000067 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.700434s 0.43ms | mys [26 51]ms | c 72 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000066 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.764540s 64.54ms | mys [26 51]ms | c 73 | 000.000ms | 01pkts | hdr [66 81.15 91]ms 2/4 | Rq 00ms | s# 0201000069 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.776644s 76.64ms | mys [26 51]ms | c 73 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000068 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.800438s 0.44ms | mys [26 51]ms | c 73 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000067 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.867549s 67.55ms | mys [26 51]ms | c 74 | 000.000ms | 01pkts | hdr [66 84.16 91]ms 2/4 | Rq 00ms | s# 0201000070 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.876644s 76.64ms | mys [26 51]ms | c 74 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000069 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.900438s 0.44ms | mys [26 51]ms | c 74 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000068 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
8.970562s 70.56ms | mys [26 51]ms | c 75 | 000.000ms | 01pkts | hdr [66 87.17 91]ms 2/4 | Rq 00ms | s# 0201000071 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
8.976643s 76.64ms | mys [26 51]ms | c 75 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000070 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.000437s 0.44ms | mys [26 51]ms | c 75 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000069 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.076652s 76.65ms | mys [26 51]ms | c 76 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000071 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.100461s 0.46ms | mys [26 51]ms | c 76 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000070 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.149394s 49.39ms | mys [26 51]ms | c 77 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000072 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
9.176645s 76.65ms | mys [26 51]ms | c 77 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000072 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.200437s 0.44ms | mys [26 51]ms | c 77 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000071 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.249393s 49.39ms | mys [26 51]ms | c 78 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000073 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
9.276743s 76.74ms | mys [26 51]ms | c 78 | 000.000ms | 01pkts | hdr [50 50.00 75]ms 3/4 | Rq 00ms | s# 0301000073 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.300430s 0.43ms | mys [26 51]ms | c 78 | 000.000ms | 01pkts | hdr [33 33.00 58]ms 4/4 | Rq 00ms | s# 0401000072 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.349393s 49.39ms | mys [26 51]ms | c 79 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000074 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
9.376646s 76.65ms | mys [26 51]ms | c 79 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000074 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.400438s 0.44ms | mys [26 51]ms | c 79 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000073 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.449395s 49.39ms | mys [26 51]ms | c 80 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000075 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
9.476643s 76.64ms | mys [26 51]ms | c 80 | 000.000ms | 01pkts | hdr [50 50.00 75]ms 3/4 | Rq 00ms | s# 0301000075 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.549397s 49.40ms | mys [26 51]ms | c 81 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000076 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
9.576647s 76.65ms | mys [26 51]ms | c 81 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000076 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.600436s 0.44ms | mys [26 51]ms | c 81 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000075 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.649391s 49.39ms | mys [26 51]ms | c 82 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000077 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
9.676642s 76.64ms | mys [26 51]ms | c 82 | 000.000ms | 01pkts | hdr [50 50.01 75]ms 3/4 | Rq 00ms | s# 0301000077 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.700441s 0.44ms | mys [26 51]ms | c 82 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000076 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.749392s 49.39ms | mys [26 51]ms | c 83 | 000.000ms | 01pkts | hdr [66 66.01 91]ms 2/4 | Rq 00ms | s# 0201000078 | [#02]->[#01] | T 4 | 0054B | D -1ms | Bw 0.0Bps | pms# 0
9.777392s 77.39ms | mys [26 51]ms | c 83 | 000.000ms | 01pkts | hdr [50 50.74 75]ms 3/4 | Rq 00ms | s# 0301000078 | [#03]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
9.800435s 0.43ms | mys [26 51]ms | c 83 | 000.000ms | 01pkts | hdr [33 33.01 58]ms 4/4 | Rq 00ms | s# 0401000077 | [#04]->[#01] | T 4 | 0054B | D 00ms | Bw 0.0Bps | pms# 0
